주차장관리번호,주차장명,경도,위도,주차장구분,주차장유형,주차장지번주소,주차장도로명주소,주차구획수
19973,효봉,126.9109465,37.4607323,공영,노외,서울특별시 금천구 시흥동 3-129,서울특별시 금천구 독산로 50마길 6,69
19979,봉산도시자연공원공영주차장,126.9103894,37.6117455,공영,노외,서울특별시 은평구 신사동 산55번지5호,서울특별시 은평구 가좌로11가길 38-11,106
19982,영등포동제1공영주차장,126.9101758,37.5209657,공영,노외,서울특별시 영등포구 영등포동2가230-3,서울특별시 영등포구 영등포로 53길 28(영등포동),34
20001,영등포본동제1공영주차장,126.9091509,37.5143579,공영,노외,서울특별시 영등포구 영등포동 592-10,서울특별시 영등포구 영신로10길 15 (영등포동),194
20002,시흥4동,126.9090436,37.4596867,공영,노외,서울특별시 금천구 시흥동 704-56,서울특별시 금천구 독산로 32가길 33,124
20003,삼성,126.9090029,37.4545448,공영,노외,서울특별시 금천구 시흥동 171-1,서울특별시 금천구 독산로 24마길 30,51
20010,영등포동제2공영주차장,126.9085562,37.5237358,공영,노외,서울특별시 영등포구 영등포7가29-122,서울특별시 영등포구 버드나루로7길 12-15(영등포동),28
20011,구산동마을공원지하공영주차장,126.9084743,37.6147505,공영,노외,서울특별시 은평구 구산동 340번지1호,서울특별시 은평구 서오릉로17길,77
20021,북가좌2동 제2공영주차장,126.9082984,37.58092712,공영,노외,서울특별시 서대문구 북가좌2동 346-20,서울특별시 서대문구 북가좌2동 346-20,9
20034,당산2동공영주차장,126.9077762,37.5282127,공영,노외,서울특별시 영등포구 당산동121-105,서울특별시 영등포구 버드나루로 111(당산동),30
20043,도림초교공영주차장,126.9070328,37.5079599,공영,노외,서울특별시 영등포구 신길3동 285-1,서울특별시 영등포구 가마산로65길 22 (신길동),145
20044,서신초교지하공영주차장,126.9068389,37.5921497,공영,노외,서울특별시 은평구 신사동 193번지1호,서울특별시 은평구 은평터널로 150,110
20047,한일,126.9063516,37.4772691,민영,노외,서울특별시 금천구 시흥동 883-11,서울특별시 금천구 시흥대로 224,28
20048,독산3동,126.9063344,37.4794495,공영,노외,서울특별시 금천구 독산동 898-24,서울특별시 금천구 독산로 108길 44,50
20051,시흥3동,126.905723,37.4428983,공영,노외,서울특별시 금천구 시흥동 942-6,서울특별시 금천구 시흥대로 34길 20,44
20052,조원동제1공영,126.905677,37.481029,공영,노외,서울특별시 관악구 신림동 571-6,서울특별시 관악구 조원중앙로2길 19,108
20066,신길5동공영주차장,126.9048179,37.5020979,공영,노외,서울특별시 영등포구 신길5동 400-1,서울특별시 영등포구 신길5동 400-1,27
20069,독산4동,126.9044936,37.4693894,공영,노외,서울특별시 금천구 독산동 187-40,서울특별시 금천구 독산로 78다길 9,63
20074,길목주차장,126.9038233,37.4740289,민영,노외,서울특별시 금천구 독산동 977-22,,31
20079,대림어린이공원공영주차장,126.9033385,37.4911212,공영,노외,서울특별시 영등포구 대림1동 870,서울특별시 영등포구 대림로 106 (대림동),198
20082,영등포동제3공영주차장,126.9031758,37.5171634,공영,노외,서울특별시 영등포구 영등포동4가 441-10,서울특별시 영등포구 영중로 15 (영등포동4가),172
20085,조원동제2공영,126.902978,37.483543,공영,노상,서울특별시 관악구 신림동 1675-8,서울특별시 관악구 조원로 4~34구간,61
20097,유성주차장,126.9017097,37.4728389,민영,노외,서울특별시 금천구 독산동 989-1,서울특별시 금천구 시흥대로 142길44,11
20098,남문주차장,126.9016249,37.4728435,민영,노외,서울특별시 금천구 독산동 989-18,서울특별시 금천구 독산로 85길40,60
20099,대림1동공영주차장,126.9016091,37.4930793,공영,노외,서울특별시 영등포구 대림동834-1,서울특별시 영등포구 대림로22길 2 (대림동),155
20101,전주주차장,126.9009063,37.4666331,민영,노외,서울특별시 금천구 독산동 1026-15,서울특별시 금천구 범안로 1249,35
20102,독산4동 제일주차장,126.9008999,37.4699947,민영,노외,서울특별시 금천구 독산동 197-5,,32
20107,대림3동공영주차장,126.9004653,37.4979907,공영,노외,서울특별시 영등포구 대림동745-1,서울특별시 영등포구 도림로47가길 9(대림동),105
20118,독산2동,126.9000341,37.4638245,공영,노외,서울특별시 금천구 독산동 1050-17,서울특별시 금천구 시흥대로 98길 36,66
20121,대림2동공영주차장,126.8999305,37.4915679,공영,노외,서울특별시 영등포구 대림동1072-25,서울특별시 영등포구 디지털로37나길 21 (대림동),154
20131,당산1동공영주차장,126.8994273,37.5237682,공영,노외,서울특별시 영등포구 당산동3가6-1,서울특별시 영등포구 양산로 147 (당산동3가),91
20132,문성주차장,126.8994072,37.4695052,민영,노외,서울특별시 금천구 독산동 285-28,,6
20133,현대주차장,126.8993451,37.4593093,민영,노외,서울특별시 금천구 독산동 1077-8,서울특별시 금천구 시흥대로 288-8,20
20137,수색동 공영주차장,126.8989386,37.5804906,공영,노외,서울특별시 은평구 수색동 78번지2호,서울특별시 은평구 수색로 224,111
20138,새울,126.8988286,37.4705585,민영,노외,서울특별시 금천구 독산동 287-6,,85
20145,다목적,126.8981936,37.4681147,공영,노외,서울특별시 금천구 독산동 971,서울특별시 금천구 시흥대로 150길 56,46
20146,구룡,126.8981936,37.4681147,공영,노외,서울특별시 금천구 독산동 964,서울특별시 금천구 독산로 107길 13,22
20147,시흥1동,126.8981936,37.4681147,공영,노외,서울특별시 금천구 시흥동 555-3,서울특별시 금천구 시흥대로 51길 93,82
20148,새서울 주차장,126.8981936,37.4681147,민영,노외,서울특별시 금천구 시흥동 886-14,서울특별시 금천구 금하로 14길6-16,122
20149,은행나무,126.8981936,37.4681147,민영,노외,서울특별시 금천구 시흥동 830-12,,5
20150,GS타임즈 독산동 유료주차장,126.8979269,37.4760816,민영,노외,서울특별시 금천구 독산동 145-7,,20
20151,신천지,126.8976834,37.4724067,공영,노상,서울특별시 금천구 독산1동 152-1,,22
20158,전국주차장,126.8970329,37.4635181,민영,노외,서울특별시 금천구 독산동 1011-13,,9
20159,대보 노외주차장,126.8967453,37.4637858,민영,노외,서울특별시 금천구 독산동 1011-9,서울특별시 금천구 시흥대로 101길 7,13
20160,도림동공영주차장,126.8966941,37.5081876,공영,노외,서울특별시 영등포구 도림동226-13,서울특별시 영등포구 도신로15길 36 (도림동),26
20163,가산동,126.8955604,37.4766272,공영,노외,서울특별시 금천구 가산동 148-28,서울특별시 금천구 시흥대로 153길 53,130
20164,영등포구청환승공영주차장,126.8954544,37.5247466,공영,노외,서울특별시 영등포구 당산동3가370-4,서울특별시 영등포구 양산로 111 (당산동3가),66
20166,당산근린공원공영주차장,126.8951347,37.5251769,공영,노외,서울특별시 영등포구 당산동3가 385,서울특별시 영등포구 당산로27길 12 (당산동3가),190
20167,대림운동장공영주차장,126.8948104,37.4996107,공영,노외,서울특별시 영등포구 대림3동 780,서울특별시 영등포구 도신로4길 32,192
20168,가산중앞,126.8948047,37.4691388,공영,노상,서울특별시 금천구 독산1동 300-26,,20
20170,별관청사공영주차장,126.8944208,37.5284015,공영,노외,서울특별시 영등포구 당산동3가 560,서울특별시 영등포구 선유동1로 80,61
20175,두산공원,126.8941021,37.4733321,공영,노상,서울특별시 금천구 독산1동 297-20,,33
20178,가산중뒤,126.8934682,37.4689298,공영,노상,서울특별시 금천구 독산1동 330-7,,40
20184,독산1동,126.8922574,37.4663289,공영,노외,서울특별시 금천구 독산동 1006-4,서울특별시 금천구 범안로 12가길 65,66
20185,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20186,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20187,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20188,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20189,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20190,신도림역 환승,126.892163,37.507776,공영,노외,서울특별시 구로구 구로5동 1-4,서울특별시 구로구 새말로 121-15,66
20195,삼환아파트,126.8916666,37.4650745,공영,노상,서울특별시 금천구 독산동 1004-6,,24
20196,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20197,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20198,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20199,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20200,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20201,구로리공원 지하,126.891578,37.490848,공영,노외,서울특별시 구로구 구로동 139-82,서울특별시 구로구 구로중앙로 13,203
20204,사조냉장,126.8911994,37.4712891,공영,노상,서울특별시 금천구 독산1동 303-2,,27
20219,범일운수,126.8898741,37.4675031,공영,노상,서울특별시 금천구 독산1동 1001-2,,41
20220,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20221,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20222,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20223,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20224,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20225,가리봉 마을공동,126.889698,37.482523,공영,노외,서울특별시 구로구 가리봉동 118-11,,37
20228,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20229,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20230,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20231,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20232,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20233,구로아트밸리 지하,126.889559,37.497057,공영,노외,서울특별시 구로구 구로5동 102,서울특별시 구로구 가마산로25길 21,245
20234,우리은행,126.8894918,37.477821,공영,노상,서울특별시 금천구 가산동 60-10,,12
20235,세라믹기술원,126.8894388,37.4736847,공영,노상,서울특별시 금천구 가산동 237-101,,54
20236,모아래5길,126.8889964,37.4715775,공영,노상,서울특별시 금천구 독산1동 336-3,,30
20237,만승뒤(협동봉제),126.888824,37.4789473,공영,노상,서울특별시 금천구 가산동 139-18,,11
20239,유진골프장,126.8887712,37.4681559,공영,노상,서울특별시 금천구 독산1동 1081-3,,40
20240,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20241,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20242,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20243,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20244,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20245,구로3동 마을공동,126.888408,37.484981,공영,노외,서울특별시 구로구 구로3동 797-1,서울특별시 구로구 도림로6길 30,20
20246,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20247,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20248,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20249,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20250,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20251,구로2동 마을공동,126.8883,37.491491,공영,노외,서울특별시 구로구 구로2동 317-187,서울특별시 구로구 구로동로28길 81,81
20252,LG전자,126.8881272,37.47454,공영,노상,서울특별시 금천구 가산동 60-32,,41
20256,기륭전자,126.8878056,37.4740405,공영,노상,서울특별시 금천구 가산동 219-7,,31
20257,문래동공영주차장,126.8874528,37.5162054,공영,노외,서울특별시 영등포구 문래동5가3-2,서울특별시 영등포구 문래동5가3-2,69
20258,조양화학,126.8872843,37.4715379,공영,노상,서울특별시 금천구 독산1동 336-25,,52
20259,세일철강,126.8867404,37.4707841,공영,노상,서울특별시 금천구 가산동 326-4,,26
20261,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20262,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20263,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20264,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20265,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20266,구로5동 마을공동,126.886021,37.500809,공영,노외,서울특별시 구로구 구로5동 549-73,서울특별시 구로구 구로5동 549-74,81
20267,양평2동공영주차장,126.8853522,37.5363961,공영,노외,서울특별시 영등포구 양평동4가96,서울특별시 영등포구 선유로 49길27(양평동4가),75
20270,문래근린공원공영주차장,126.8850082,37.5154051,공영,노외,서울특별시 영등포구 문래동3가 60-2,서울특별시 영등포구 문래동3가 60-2,50
20271,하이앤드6차(서광모드),126.884809,37.4769001,공영,노상,서울특별시 금천구 가산동 60-33,,13
20272,SJ테크노빌,126.8846022,37.4793995,공영,노상,서울특별시 금천구 가산동 60-19,,37
20276,덕성엔앰피,126.8838539,37.4729355,공영,노상,서울특별시 금천구 가산동 345-15,,27
20277,아리랑,126.8838298,37.4758795,민영,노외,서울특별시 금천구 가산동 139-3,서울특별시 금천구 벚꽃로 56길 182,32
20279,sk트윈타워,126.8834684,37.4746015,공영,노상,서울특별시 금천구 가산동 345-10,,48
20280,아톰,126.8833882,37.4711011,공영,노상,서울특별시 금천구 가산동 327-29,,33
20281,BYC,126.883311,37.4784241,공영,노상,서울특별시 금천구 가산동 371-57,,10
20285,가산디지털 노외,126.8826263,37.481728,민영,노외,서울특별시 금천구 가산동 34-83,서울특별시 금천구 벚꽃로 309,53
20286,국도화확,126.8825889,37.4741472,공영,노상,서울특별시 금천구 가산동 345-89,,25
20291,가산디지털환승,126.8819725,37.4824274,민영,노외,서울특별시 금천구 가산동 464-2,서울특별시 금천구 벚꽃로 309,78
20292,가산디지털환승,126.8817681,37.483859,공영,노상,서울특별시 금천구 가산동 35-2,,41
20297,서부간선도로,126.8810005,37.472249,공영,노상,서울특별시 금천구 가산동 614-30,,72
20298,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20299,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20300,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20301,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20302,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20303,하늘공원 주차장,126.880518,37.487394,공영,노외,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구 벚꽃로 370,198
20310,가산디지털서측,126.8795453,37.4856589,공영,노외,서울특별시 금천구 가산동 505-3,,172
20311,신도림동 마을공동,126.879428,37.512614,공영,노외,서울특별시 구로구 신도림동 271-75,,67
20312,광장,126.879401,37.535507,공영,노외,서울특별시 양천구 목동 907-19,,46
20314,우리,126.879154,37.536671,공영,노외,서울특별시 양천구 목동 907-8,,45
20318,신정교 주차장,126.878402,37.517172,공영,노외,서울특별시 양천구 신정동 871-3,,285
20319,구로4동 주택가 공동,126.8783283,37.4897713,공영,노외,서울특별시 구로구 구로4동 741-44외 4필지,서울특별시 구로구 구로동로 26길 54,198
20321,한마음,126.878046,37.530767,공영,노외,서울특별시 양천구 목동 914-5,,474
20326,목동,126.876999,37.527419,공영,노외,서울특별시 양천구 목동 915-0,서울특별시 양천구 목동동로 298,1092
20329,목동타운홀,126.876896,37.532877,공영,노외,서울특별시 양천구 목동 905-21,서울특별시 양천구 목동동로 345,25
20331,도서관,126.876624,37.533463,공영,노외,서울특별시 양천구 목동 905-32,,48
20339,양천사회단체봉사센터,126.875401,37.531959,공영,노외,서울특별시 양천구 목동 905-29,서울특별시 양천구 목동서로 131,22
20341,목2동 월촌,126.874808,37.546036,공영,노외,서울특별시 양천구 목동 525-0,,79
20348,바람개비,126.874151,37.530285,공영,노외,서울특별시 양천구 목동 919-8,,186
20358,달마을,126.871574,37.544424,공영,노외,서울특별시 양천구 목동 532-18,,30
20359,공단본부,126.871563,37.530393,공영,노외,서울특별시 양천구 목동 919-5,서울특별시 양천구 목동서로 190,23
20365,어울림,126.869307,37.522152,공영,노외,서울특별시 양천구 신정동 318-2,,32
20387,한두,126.866094,37.548771,공영,노외,서울특별시 양천구 목동 610-5,서울특별시 양천구 목동중앙북로7가길,39
20390,지산주차장,126.8658871,37.55179522,민영,노외,서울특별시 강서구 염창동 273-9,서울특별시 강서구 공항대로61길20,20
20391,지산주차장,126.8658871,37.55179522,민영,노외,서울특별시 강서구 염창동 273-9,서울특별시 강서구 공항대로61길20,20
20396,목3동 해운,126.865111,37.542033,공영,노외,서울특별시 양천구 목동 711-6,서울특별시 양천구 목동중앙남로14가길 39,64
20401,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20402,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20403,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20404,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20405,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20406,고척1동 마을공영,126.863882,37.502261,공영,노외,서울특별시 구로구 고척1동 52-54,서울특별시 구로구 중앙로8길 16,88
20408,문화회관동측,126.863725,37.517019,공영,노외,서울특별시 양천구 신정동 322-5,,112
20412,화곡주차장,126.863275,37.53454711,민영,노외,서울특별시 강서구 화곡제4동 772-74,서울특별시 강서구 등촌로49-2,17
20413,화곡주차장,126.863275,37.53454711,민영,노외,서울특별시 강서구 화곡제4동 772-74,서울특별시 강서구 등촌로49-2,17
20414,문화회관 지하,126.863261,37.516574,공영,노외,서울특별시 양천구 신정동 322-0,서울특별시 양천구 목동서로367,93
20418,누리,126.862641,37.513561,공영,노외,서울특별시 양천구 신정동 323-13,,20
20419,문화회관서측,126.862569,37.516383,공영,노외,서울특별시 양천구 신정동 323-25,,23
20424,신정4동 로데오길,126.861883,37.527774,공영,노상,서울특별시 양천구 신정동 890,,56
20425,신정4동길,126.861623,37.526281,공영,노상,서울특별시 양천구 신정동 902,,139
20426,하늘,126.861395,37.515221,공영,노외,서울특별시 양천구 신정동 323-33,,30
20427,등촌2-1,126.8613143,37.54980053,공영,노외,서울특별시 강서구 등촌2동 531-5,서울특별시 강서구 등촌로 55길 33-16 (등촌동),91
20428,등촌2-1,126.8613143,37.54980053,공영,노외,서울특별시 강서구 등촌2동 531-5,서울특별시 강서구 등촌로 55길 33-16 (등촌동),91
20430,밝은빛,126.861236,37.516217,공영,노외,서울특별시 양천구 신정동 323-18,,23
20440,남부골목시장,126.8607313,37.53223757,공영,노외,서울특별시 강서구 화곡동 797-7,서울특별시 강서구 곰달래로 55길 4,17
20441,남부골목시장,126.8607313,37.53223757,공영,노외,서울특별시 강서구 화곡동 797-7,서울특별시 강서구 곰달래로 55길 4,17
20442,법마을,126.860547,37.521636,공영,노외,서울특별시 양천구 신정동 1018-3,,18
20445,벚꽃길,126.860083,37.527421,공영,노외,서울특별시 양천구 신정동 884-8,,33
20446,신정7동 한사랑교회 앞,126.860059,37.514721,공영,노외,서울특별시 양천구 신정동 324-11,,125
20450,가양3동 황금내공원길,126.8592928,37.5632302,공영,노상,서울특별시 강서구 가양3동 1485(황금내공원길),서울특별시 강서구 가양3동 1485(황금내공원길),81
20451,가양3동 황금내공원길,126.8592928,37.5632302,공영,노상,서울특별시 강서구 가양3동 1485(황금내공원길),서울특별시 강서구 가양3동 1485(황금내공원길),81
20456,"""한라주차장,롯데마트""",126.8585302,37.53316839,민영,노외,서울특별시 강서구 화곡제4동 830-3,,18
20457,"""한라주차장,롯데마트""",126.8585302,37.53316839,민영,노외,서울특별시 강서구 화곡제4동 830-3,,18
20459,등촌네오빌주차장,126.8583955,37.55412186,민영,노외,서울특별시 강서구 등촌1동 653-17,,2
20460,등촌네오빌주차장,126.8583955,37.55412186,민영,노외,서울특별시 강서구 등촌1동 653-17,,2
20461,고척2동 마을공동,126.858317,37.506512,공영,노외,서울특별시 구로구 고척2동 156,,66
20478,동개울,126.855564,37.527221,공영,노외,서울특별시 양천구 신정동 919-6,,40
20481,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20482,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20483,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20484,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20485,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20486,개봉1동 노상,126.854205,37.496886,공영,노상,서울특별시 구로구 개봉1동 416-175,,119
20491,단지,126.853439,37.518223,공영,노외,서울특별시 양천구 신정동 1182-9,,40
20493,"""신정1,3동 복개""",126.852913,37.520789,공영,노상,서울특별시 양천구 신정동 1031,,136
20504,화곡2-1,126.8524331,37.53604413,공영,노외,서울특별시 강서구 화곡2동 167-10,서울특별시 강서구 강서로 18아길 26-15 (화곡동),60
20505,화곡2-1,126.8524331,37.53604413,공영,노외,서울특별시 강서구 화곡2동 167-10,서울특별시 강서구 강서로 18아길 26-15 (화곡동),60
20511,천지주차장,126.8514685,37.53179381,민영,노외,서울특별시 강서구 화곡제2동 872-1,서울특별시 강서구 곰달래로31가길2,10
20512,천지주차장,126.8514685,37.53179381,민영,노외,서울특별시 강서구 화곡제2동 872-1,서울특별시 강서구 곰달래로31가길2,10
20513,명신주차장,126.8514558,37.53132527,민영,노외,서울특별시 강서구 화곡제2동 872-36,서울특별시 강서구 곰달래로31길10,15
20514,명신주차장,126.8514558,37.53132527,민영,노외,서울특별시 강서구 화곡제2동 872-36,서울특별시 강서구 곰달래로31길10,15
20519,양동북,126.850801,37.527623,공영,노외,서울특별시 양천구 신정동 935-17,,15
20523,화곡8-2,126.8503525,37.53767773,공영,노외,서울특별시 강서구 화곡8동 410-4,서울특별시 강서구 초록마을로 126 (화곡동),84
20524,화곡8-2,126.8503525,37.53767773,공영,노외,서울특별시 강서구 화곡8동 410-4,서울특별시 강서구 초록마을로 126 (화곡동),84
20527,신월2동 복개,126.850215,37.523312,공영,노상,서울특별시 양천구 신월동 503-3,,10
20531,화곡본-1,126.8497736,37.53974569,공영,노외,서울특별시 강서구 화곡본동 56-127,서울특별시 강서구 초록마을로 26길 48 (화곡동),99
20532,화곡본-1,126.8497736,37.53974569,공영,노외,서울특별시 강서구 화곡본동 56-127,서울특별시 강서구 초록마을로 26길 48 (화곡동),99
20536,다락골,126.849601,37.516131,공영,노외,서울특별시 양천구 신정동 1158-1,서울특별시 양천구 중앙로29길 41,102
20541,곰달래문화복지센터,126.848899,37.52905871,공영,노외,서울특별시 강서구 화곡동 890,서울특별시 강서구 강서로5길 50 (화곡동),211
20542,곰달래문화복지센터,126.848899,37.52905871,공영,노외,서울특별시 강서구 화곡동 890,서울특별시 강서구 강서로5길 50 (화곡동),211
20543,화곡8-1,126.8488392,37.53851193,공영,노외,서울특별시 강서구 화곡8동 410-60,서울특별시 강서구 초록마을로 22길 57-11 (화곡동),53
20544,화곡8-1,126.8488392,37.53851193,공영,노외,서울특별시 강서구 화곡8동 410-60,서울특별시 강서구 초록마을로 22길 57-11 (화곡동),53
20545,화곡6-1,126.8485156,37.553032,공영,노외,서울특별시 강서구 화곡6동 1103-6,서울특별시 강서구 우장산로 114 (화곡동),300
20546,화곡6-1,126.8485156,37.553032,공영,노외,서울특별시 강서구 화곡6동 1103-6,서울특별시 강서구 우장산로 114 (화곡동),300
20548,화곡본-2,126.8484472,37.54432107,공영,노외,서울특별시 강서구 화곡본동 46-127,서울특별시 강서구 초록마을로5길 43 (화곡동),100
20549,화곡본-2,126.8484472,37.54432107,공영,노외,서울특별시 강서구 화곡본동 46-127,서울특별시 강서구 초록마을로5길 43 (화곡동),100
20555,까치산시장,126.8478622,37.53152973,공영,노외,서울특별시 강서구 화곡동 342-16,서울특별시 강서구 강서로 12길 14,19
20556,까치산시장,126.8478622,37.53152973,공영,노외,서울특별시 강서구 화곡동 342-16,서울특별시 강서구 강서로 12길 14,19
20567,화곡주차장,126.8459249,37.53391306,민영,노외,서울특별시 강서구 화곡제8동 338-26,,31
20568,화곡주차장,126.8459249,37.53391306,민영,노외,서울특별시 강서구 화곡제8동 338-26,,31
20570,신남,126.845808,37.517685,공영,노외,서울특별시 양천구 신월동 595-14,,50
20575,당곡,126.845025,37.524465,공영,노외,서울특별시 양천구 신월동 482-11,,45
20577,개봉1동 마을공동,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 105-6,서울특별시 구로구 개봉1동 105-7,58
20578,개봉1동 노외,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 136,서울특별시 구로구 경인로33길 50,134
20579,개봉1동 마을공동,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 105-6,서울특별시 구로구 개봉1동 105-7,111
20580,개봉1동 노외,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 136,서울특별시 구로구 경인로33길 50,134
20581,개봉1동 마을공동,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 105-6,서울특별시 구로구 개봉1동 105-7,111
20582,개봉1동 노외,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 136,서울특별시 구로구 경인로33길 50,134
20583,개봉1동 마을공동,126.844893,37.505741,공영,노외,서울특별시 구로구 개봉1동 105-6,서울특별시 구로구 개봉1동 105-7,111
